County,County_code,Year,Zip,num_tests,under_5_mcg_dL,5_10_mcg_dL,10_15_mcg_dL,over_15_mcg_dL,total_elevated,percent_elevated,rate_per_1000,zip_location,county_location
Clinton,19,2004,12972,59,NA,NA,0,0,0,0,0,"(44.57022, -73.54716)","(44.75271, -73.705648)"
Jefferson,45,2007,13608,13,NA,NA,NA,NA,NA,NA,NA,"(44.198498, -75.607636)","(44.0607, -75.9928)"
Essex,31,2018,12997,6,6,0,0,0,0,0,0,"(44.388992, -73.8437)","(44.108971, -73.777573)"
Warren,113,2001,12885,36,28,7,NA,NA,NA,NA,NA,"(43.500656, -73.787701)","(43.555105, -73.838139)"
Franklin,33,2018,12920,18,17,0,NA,NA,NA,NA,NA,"(44.92315, -74.082893)","(44.594374, -74.31067)"
Jefferson,45,2016,13619,119,NA,NA,NA,NA,NA,NA,NA,"(43.980552, -75.620903)","(44.0607, -75.9928)"
Herkimer,43,2006,13324,21,NA,NA,0,0,0,0,0,"(43.32077, -74.963299)","(43.1631, -74.8741)"
Jefferson,45,2019,13661,8,8,0,0,0,0,0,0,"(43.709861, -76.079638)","(44.0607, -75.9928)"
Herkimer,43,2018,13365,73,NA,NA,NA,NA,NA,NA,NA,"(43.08642, -74.904)","(43.1631, -74.8741)"
St. Lawrence,89,2002,13617,19,NA,NA,0,0,0,0,0,"(44.58378, -75.14382)","(44.488113, -75.074311)"
Essex,31,2019,12946,39,39,0,0,0,0,0,0,"(44.281966, -73.988816)","(44.108971, -73.777573)"
Jefferson,45,2004,13612,22,NA,NA,0,0,0,0,0,"(44.00621, -75.796688)","(44.0607, -75.9928)"
St. Lawrence,89,2019,13646,20,20,0,0,0,0,0,0,"(44.4501, -75.6864)","(44.488113, -75.074311)"
Jefferson,45,2020,13656,26,NA,NA,0,0,0,0,0,"(44.19102, -75.95556)","(44.0607, -75.9928)"
Herkimer,43,2009,13407,43,NA,NA,0,0,0,0,0,"(42.99114, -74.98056)","(43.1631, -74.8741)"
St. Lawrence,89,2002,13646,18,NA,NA,NA,NA,NA,NA,NA,"(44.4501, -75.6864)","(44.488113, -75.074311)"
Clinton,19,2014,12962,57,NA,NA,0,0,0,0,0,"(44.70354, -73.57572)","(44.75271, -73.705648)"
Clinton,19,2002,12901,234,212,21,NA,NA,NA,NA,NA,"(44.72796, -73.4631)","(44.75271, -73.705648)"
Lewis,49,2010,13325,8,NA,NA,0,0,0,0,0,"(43.577189, -75.564678)","(43.786397, -75.442617)"
Franklin,33,2014,13655,53,NA,NA,0,0,0,0,0,"(44.982946, -74.655861)","(44.594374, -74.31067)"
Franklin,33,2000,12957,11,NA,NA,0,0,0,0,0,"(44.86812, -74.56398)","(44.594374, -74.31067)"
Lewis,49,2007,13309,8,NA,NA,0,0,0,0,0,"(43.45308, -75.336)","(43.786397, -75.442617)"
Franklin,33,2013,12920,11,11,0,0,0,0,0,0,"(44.92315, -74.082893)","(44.594374, -74.31067)"
Clinton,19,2017,12901,306,NA,NA,0,0,0,0,0,"(44.72796, -73.4631)","(44.75271, -73.705648)"
Clinton,19,2008,12962,55,55,0,0,0,0,0,0,"(44.70354, -73.57572)","(44.75271, -73.705648)"
Warren,113,2008,12885,29,NA,NA,0,0,0,0,0,"(43.500656, -73.787701)","(43.555105, -73.838139)"
Lewis,49,2002,13665,6,6,0,0,0,0,0,0,"(44.099422, -75.476914)","(43.786397, -75.442617)"
St. Lawrence,89,2017,13648,9,9,0,0,0,0,0,0,"(44.20218, -75.29706)","(44.488113, -75.074311)"
St. Lawrence,89,2003,13662,85,70,15,0,0,0,0,0,"(44.91816, -74.93598)","(44.488113, -75.074311)"
Jefferson,45,2009,13624,27,NA,NA,0,0,0,0,0,"(44.239325, -76.08045)","(44.0607, -75.9928)"
St. Lawrence,89,2017,13662,170,NA,NA,0,0,0,0,0,"(44.91816, -74.93598)","(44.488113, -75.074311)"
Herkimer,43,2017,13329,26,NA,NA,NA,NA,NA,NA,NA,"(43.1037, -74.74098)","(43.1631, -74.8741)"
Jefferson,45,2018,13691,39,NA,NA,0,0,0,0,0,"(44.197024, -75.7963)","(44.0607, -75.9928)"
Franklin,33,2004,12986,32,22,10,0,0,0,0,0,"(44.23505, -74.46496)","(44.594374, -74.31067)"
Lewis,49,2008,13327,20,NA,NA,0,0,0,0,0,"(43.899822, -75.381978)","(43.786397, -75.442617)"
Clinton,19,2020,12910,21,21,0,0,0,0,0,0,"(44.882237, -73.662504)","(44.75271, -73.705648)"
Clinton,19,2000,12962,57,NA,NA,0,0,0,0,0,"(44.70354, -73.57572)","(44.75271, -73.705648)"
Jefferson,45,2017,13685,30,30,0,0,0,0,0,0,"(43.943471, -76.111664)","(44.0607, -75.9928)"
Warren,113,2007,12810,7,NA,NA,0,0,0,0,0,"(43.491212, -73.896855)","(43.555105, -73.838139)"
Hamilton,41,2012,12190,6,6,0,0,0,0,0,0,"(43.475882, -74.270426)","(43.657879, -74.502456)"
Jefferson,45,2019,13605,53,NA,NA,0,0,0,0,0,"(43.8231, -76.03686)","(44.0607, -75.9928)"
Herkimer,43,2007,13454,7,NA,NA,0,0,0,0,0,"(43.231609, -74.791568)","(43.1631, -74.8741)"
Jefferson,45,2009,13650,7,NA,NA,0,0,0,0,0,"(43.849649, -76.228306)","(44.0607, -75.9928)"
Warren,113,2016,12801,182,168,10,NA,NA,NA,NA,NA,"(43.3089, -73.6446)","(43.555105, -73.838139)"
Essex,31,2019,12956,14,14,0,0,0,0,0,0,"(44.078155, -73.517787)","(44.108971, -73.777573)"
Jefferson,45,2015,13616,22,22,0,0,0,0,0,0,"(44.02437, -75.858123)","(44.0607, -75.9928)"
Essex,31,2002,12946,26,NA,NA,0,0,0,0,0,"(44.281966, -73.988816)","(44.108971, -73.777573)"
Herkimer,43,2003,13324,18,NA,NA,NA,NA,NA,NA,NA,"(43.32077, -74.963299)","(43.1631, -74.8741)"
Essex,31,2001,12913,6,NA,NA,0,0,0,0,0,"(44.398502, -74.070744)","(44.108971, -73.777573)"
Warren,113,2005,12817,14,NA,NA,0,0,0,0,0,"(43.63599, -73.803616)","(43.555105, -73.838139)"
St. Lawrence,89,2009,13667,53,NA,NA,0,0,0,0,0,"(44.799692, -74.994368)","(44.488113, -75.074311)"
Herkimer,43,2020,13438,6,6,0,0,0,0,0,0,"(43.333117, -75.200513)","(43.1631, -74.8741)"
Franklin,33,2019,12986,54,NA,NA,0,0,0,0,0,"(44.23505, -74.46496)","(44.594374, -74.31067)"
Jefferson,45,2001,13619,47,38,9,0,0,0,0,0,"(43.980552, -75.620903)","(44.0607, -75.9928)"
Warren,113,2006,12804,205,181,24,0,0,0,0,0,"(43.37136, -73.6761)","(43.555105, -73.838139)"
Essex,31,2005,12870,10,NA,NA,0,0,0,0,0,"(43.8396, -73.76022)","(44.108971, -73.777573)"
Clinton,19,2015,12979,27,NA,NA,NA,NA,NA,NA,NA,"(44.990534, -73.367171)","(44.75271, -73.705648)"
Herkimer,43,2011,13357,137,119,16,NA,NA,NA,NA,NA,"(43.012843, -75.045183)","(43.1631, -74.8741)"
Essex,31,2017,12993,14,NA,NA,0,0,0,0,0,"(44.229722, -73.460833)","(44.108971, -73.777573)"
Essex,31,2014,12946,48,48,0,0,0,0,0,0,"(44.281966, -73.988816)","(44.108971, -73.777573)"
Jefferson,45,2002,13637,26,NA,NA,0,0,0,0,0,"(44.090947, -75.804665)","(44.0607, -75.9928)"
Lewis,49,2019,13343,18,18,0,0,0,0,0,0,"(43.73778, -75.3279)","(43.786397, -75.442617)"
Essex,31,2001,12883,31,23,8,0,0,0,0,0,"(43.843857, -73.431459)","(44.108971, -73.777573)"
Jefferson,45,2009,13607,10,10,0,0,0,0,0,0,"(44.331922, -75.917693)","(44.0607, -75.9928)"
Herkimer,43,2001,13365,79,55,22,NA,NA,NA,NA,NA,"(43.08642, -74.904)","(43.1631, -74.8741)"
Essex,31,2000,12993,7,NA,NA,0,0,0,0,0,"(44.229722, -73.460833)","(44.108971, -73.777573)"
Herkimer,43,2010,13438,8,8,0,0,0,0,0,0,"(43.333117, -75.200513)","(43.1631, -74.8741)"
St. Lawrence,89,2013,13658,16,NA,NA,0,0,0,0,0,"(44.725973, -75.323276)","(44.488113, -75.074311)"
Jefferson,45,2015,13661,18,NA,NA,0,0,0,0,0,"(43.709861, -76.079638)","(44.0607, -75.9928)"
Clinton,19,2002,12919,25,NA,NA,0,0,0,0,0,"(44.96514, -73.4343)","(44.75271, -73.705648)"
Herkimer,43,2011,13491,22,22,0,0,0,0,0,0,"(42.881365, -75.189026)","(43.1631, -74.8741)"
Franklin,33,2018,12983,35,NA,NA,0,0,0,0,0,"(44.31672, -74.13354)","(44.594374, -74.31067)"
St. Lawrence,89,2004,13642,91,49,41,NA,NA,NA,NA,NA,"(44.30244, -75.41568)","(44.488113, -75.074311)"
Jefferson,45,2016,13602,105,105,0,0,0,0,0,0,"(44.054057, -75.750531)","(44.0607, -75.9928)"
St. Lawrence,89,2011,13654,12,12,0,0,0,0,0,0,"(44.5821, -75.44016)","(44.488113, -75.074311)"
Lewis,49,2000,13343,8,NA,NA,0,0,0,0,0,"(43.73778, -75.3279)","(43.786397, -75.442617)"
Warren,113,2016,12845,26,26,0,0,0,0,0,0,"(43.41696, -73.6848)","(43.555105, -73.838139)"
Herkimer,43,2006,13407,35,NA,NA,NA,NA,NA,NA,NA,"(42.99114, -74.98056)","(43.1631, -74.8741)"
Lewis,49,2020,13619,15,15,0,0,0,0,0,0,"(43.980552, -75.620903)","(43.786397, -75.442617)"
St. Lawrence,89,2010,13681,7,NA,NA,0,0,0,0,0,"(44.412057, -75.390018)","(44.488113, -75.074311)"
Lewis,49,2010,13367,91,81,8,NA,NA,NA,NA,NA,"(43.7871, -75.47691)","(43.786397, -75.442617)"
Essex,31,2003,12912,6,NA,NA,0,0,0,0,0,"(44.459424, -73.713927)","(44.108971, -73.777573)"
Clinton,19,2018,12912,14,NA,NA,0,0,0,0,0,"(44.459424, -73.713927)","(44.75271, -73.705648)"
Essex,31,2015,12932,13,NA,NA,0,0,0,0,0,"(44.226627, -73.624732)","(44.108971, -73.777573)"
Jefferson,45,2014,13605,55,NA,NA,NA,NA,NA,NA,NA,"(43.8231, -76.03686)","(44.0607, -75.9928)"
Clinton,19,2003,12921,19,NA,NA,NA,NA,NA,NA,NA,"(44.889987, -73.466593)","(44.75271, -73.705648)"
Essex,31,2006,12883,29,20,8,NA,NA,NA,NA,NA,"(43.843857, -73.431459)","(44.108971, -73.777573)"
Herkimer,43,2007,13502,15,NA,NA,0,0,0,0,0,"(43.12746, -75.21426)","(43.1631, -74.8741)"
Jefferson,45,2009,13618,14,NA,NA,0,0,0,0,0,"(44.130167, -76.32961)","(44.0607, -75.9928)"
Clinton,19,2008,12903,13,13,0,0,0,0,0,0,"(44.707491, -73.475457)","(44.75271, -73.705648)"
St. Lawrence,89,2016,13694,13,13,0,0,0,0,0,0,"(44.863217, -75.200794)","(44.488113, -75.074311)"
Clinton,19,2019,12935,12,12,0,0,0,0,0,0,"(44.9268, -73.80012)","(44.75271, -73.705648)"
Essex,31,2015,12936,9,9,0,0,0,0,0,0,"(44.261839, -73.374299)","(44.108971, -73.777573)"
Franklin,33,2017,12945,10,10,0,0,0,0,0,0,"(44.36656, -74.24733)","(44.594374, -74.31067)"
Clinton,19,2015,12919,36,NA,NA,NA,NA,NA,NA,NA,"(44.96514, -73.4343)","(44.75271, -73.705648)"
Franklin,33,2020,12957,26,26,0,0,0,0,0,0,"(44.86812, -74.56398)","(44.594374, -74.31067)"
Clinton,19,2002,12958,15,NA,NA,0,0,0,0,0,"(44.961265, -73.581139)","(44.75271, -73.705648)"
Essex,31,2002,12974,9,NA,NA,0,0,0,0,0,"(44.045341, -73.465362)","(44.108971, -73.777573)"
Jefferson,45,2017,13602,118,NA,NA,0,0,0,0,0,"(44.054057, -75.750531)","(44.0607, -75.9928)"
Warren,113,2011,12843,6,6,0,0,0,0,0,0,"(43.59355, -73.974572)","(43.555105, -73.838139)"
Franklin,33,2010,12930,7,NA,NA,0,0,0,0,0,"(44.779444, -74.498056)","(44.594374, -74.31067)"
St. Lawrence,89,2013,13652,15,NA,NA,NA,NA,NA,NA,NA,"(44.472545, -75.234487)","(44.488113, -75.074311)"
Warren,113,2014,12853,14,14,0,0,0,0,0,0,"(43.721592, -73.920875)","(43.555105, -73.838139)"
Jefferson,45,2003,13656,16,NA,NA,0,0,0,0,0,"(44.19102, -75.95556)","(44.0607, -75.9928)"
St. Lawrence,89,2007,13660,12,NA,NA,0,0,0,0,0,"(44.749316, -75.132378)","(44.488113, -75.074311)"
Herkimer,43,2019,13339,7,NA,NA,0,0,0,0,0,"(42.95874, -74.57826)","(43.1631, -74.8741)"
Jefferson,45,2004,13607,10,NA,NA,0,0,0,0,0,"(44.331922, -75.917693)","(44.0607, -75.9928)"
Essex,31,2019,12974,10,NA,NA,0,0,0,0,0,"(44.045341, -73.465362)","(44.108971, -73.777573)"
Franklin,33,2008,12983,39,NA,NA,NA,NA,NA,NA,NA,"(44.31672, -74.13354)","(44.594374, -74.31067)"
St. Lawrence,89,2016,13681,10,10,0,0,0,0,0,0,"(44.412057, -75.390018)","(44.488113, -75.074311)"
Clinton,19,2005,12985,9,9,0,0,0,0,0,0,"(44.57898, -73.71612)","(44.75271, -73.705648)"
Jefferson,45,2007,13605,52,45,7,0,0,0,0,0,"(43.8231, -76.03686)","(44.0607, -75.9928)"
Jefferson,45,2019,13612,36,NA,NA,0,0,0,0,0,"(44.00621, -75.796688)","(44.0607, -75.9928)"
Franklin,33,2008,12916,20,20,0,0,0,0,0,0,"(44.827852, -74.530013)","(44.594374, -74.31067)"
Warren,113,2019,12853,16,NA,NA,0,0,0,0,0,"(43.721592, -73.920875)","(43.555105, -73.838139)"
St. Lawrence,89,2011,13680,9,8,0,NA,NA,NA,NA,NA,"(44.591957, -75.320308)","(44.488113, -75.074311)"
Warren,113,2004,12846,24,NA,NA,0,0,0,0,0,"(43.32678, -73.82022)","(43.555105, -73.838139)"
Essex,31,2014,12956,14,NA,NA,NA,NA,NA,NA,NA,"(44.078155, -73.517787)","(44.108971, -73.777573)"
St. Lawrence,89,2007,13697,20,10,10,0,0,0,0,0,"(44.745875, -74.805347)","(44.488113, -75.074311)"
Warren,113,2006,12853,14,NA,NA,0,0,0,0,0,"(43.721592, -73.920875)","(43.555105, -73.838139)"
Warren,113,2000,12817,10,NA,NA,0,0,0,0,0,"(43.63599, -73.803616)","(43.555105, -73.838139)"
Jefferson,45,2008,13691,28,NA,NA,0,0,0,0,0,"(44.197024, -75.7963)","(44.0607, -75.9928)"
Herkimer,43,2013,13365,86,NA,NA,NA,NA,NA,NA,NA,"(43.08642, -74.904)","(43.1631, -74.8741)"
Franklin,33,2002,12917,7,7,0,0,0,0,0,0,"(44.926563, -74.176701)","(44.594374, -74.31067)"
Herkimer,43,2015,13340,72,NA,NA,NA,NA,NA,NA,NA,"(43.040165, -75.082322)","(43.1631, -74.8741)"
Herkimer,43,2013,13340,68,NA,NA,0,0,0,0,0,"(43.040165, -75.082322)","(43.1631, -74.8741)"
Jefferson,45,2003,13624,40,33,7,0,0,0,0,0,"(44.239325, -76.08045)","(44.0607, -75.9928)"
Lewis,49,2013,13619,16,16,0,0,0,0,0,0,"(43.980552, -75.620903)","(43.786397, -75.442617)"
Herkimer,43,2019,13502,17,17,0,0,0,0,0,0,"(43.12746, -75.21426)","(43.1631, -74.8741)"
Lewis,49,2017,13626,17,17,0,0,0,0,0,0,"(43.895883, -75.707121)","(43.786397, -75.442617)"
Clinton,19,2003,12981,23,NA,NA,0,0,0,0,0,"(44.679046, -73.824306)","(44.75271, -73.705648)"
Warren,113,2020,12817,12,NA,NA,0,0,0,0,0,"(43.63599, -73.803616)","(43.555105, -73.838139)"
St. Lawrence,89,2002,13662,85,65,20,0,0,0,0,0,"(44.91816, -74.93598)","(44.488113, -75.074311)"
Franklin,33,2000,12916,11,NA,NA,0,0,0,0,0,"(44.827852, -74.530013)","(44.594374, -74.31067)"
Clinton,19,2018,12952,7,7,0,0,0,0,0,0,"(44.689167, -73.949444)","(44.75271, -73.705648)"
Jefferson,45,2006,13605,49,NA,NA,NA,NA,NA,NA,NA,"(43.8231, -76.03686)","(44.0607, -75.9928)"
Lewis,49,2007,13433,24,15,7,NA,NA,NA,NA,NA,"(43.588855, -75.279411)","(43.786397, -75.442617)"
St. Lawrence,89,2007,13608,6,NA,NA,0,0,0,0,0,"(44.198498, -75.607636)","(44.488113, -75.074311)"
Essex,31,2005,12928,6,NA,NA,0,0,0,0,0,"(43.96698, -73.46178)","(44.108971, -73.777573)"
Clinton,19,2015,12944,19,NA,NA,0,0,0,0,0,"(44.493052, -73.480994)","(44.75271, -73.705648)"
Warren,113,2013,12846,21,21,0,0,0,0,0,0,"(43.32678, -73.82022)","(43.555105, -73.838139)"
Essex,31,2007,12950,6,6,0,0,0,0,0,0,"(44.314607, -73.582276)","(44.108971, -73.777573)"
Clinton,19,2008,12919,17,17,0,0,0,0,0,0,"(44.96514, -73.4343)","(44.75271, -73.705648)"
Essex,31,2006,12996,11,NA,NA,0,0,0,0,0,"(44.37414, -73.4172)","(44.108971, -73.777573)"
Lewis,49,2009,13368,7,7,0,0,0,0,0,0,"(43.63092, -75.34848)","(43.786397, -75.442617)"
Essex,31,2014,12974,12,12,0,0,0,0,0,0,"(44.045341, -73.465362)","(44.108971, -73.777573)"
Franklin,33,2001,12920,18,NA,NA,0,0,0,0,0,"(44.92315, -74.082893)","(44.594374, -74.31067)"
Jefferson,45,2012,13608,18,NA,NA,NA,NA,NA,NA,NA,"(44.198498, -75.607636)","(44.0607, -75.9928)"
Warren,113,2003,12846,16,NA,NA,0,0,0,0,0,"(43.32678, -73.82022)","(43.555105, -73.838139)"
Herkimer,43,2003,13357,99,75,22,NA,NA,NA,NA,NA,"(43.012843, -75.045183)","(43.1631, -74.8741)"
Lewis,49,2017,13489,7,7,0,0,0,0,0,0,"(43.473901, -75.53277)","(43.786397, -75.442617)"
St. Lawrence,89,2010,12965,7,7,0,0,0,0,0,0,"(44.705556, -74.715278)","(44.488113, -75.074311)"
St. Lawrence,89,2009,13690,12,NA,NA,0,0,0,0,0,"(44.153984, -75.02951)","(44.488113, -75.074311)"
Clinton,19,2005,12992,47,NA,NA,NA,NA,NA,NA,NA,"(44.78096, -73.505322)","(44.75271, -73.705648)"
Herkimer,43,2011,13416,27,NA,NA,0,0,0,0,0,"(43.189629, -75.018362)","(43.1631, -74.8741)"
Clinton,19,2020,12923,8,NA,NA,0,0,0,0,0,"(44.952809, -73.933845)","(44.75271, -73.705648)"
Franklin,33,2009,12926,21,NA,NA,0,0,0,0,0,"(44.94762, -74.3373)","(44.594374, -74.31067)"
St. Lawrence,89,2018,13625,13,13,0,0,0,0,0,0,"(44.538104, -74.928858)","(44.488113, -75.074311)"
Franklin,33,2000,12966,11,NA,NA,0,0,0,0,0,"(44.81898, -74.415)","(44.594374, -74.31067)"
Franklin,33,2003,12953,58,42,15,NA,NA,NA,NA,NA,"(44.845371, -74.269912)","(44.594374, -74.31067)"
Warren,113,2019,12810,8,8,0,0,0,0,0,0,"(43.491212, -73.896855)","(43.555105, -73.838139)"
Jefferson,45,2010,13637,145,138,7,0,0,0,0,0,"(44.090947, -75.804665)","(44.0607, -75.9928)"
Clinton,19,2019,12972,71,70,0,NA,NA,NA,NA,NA,"(44.57022, -73.54716)","(44.75271, -73.705648)"
Jefferson,45,2019,13691,40,NA,NA,0,0,0,0,0,"(44.197024, -75.7963)","(44.0607, -75.9928)"
Warren,113,2007,12843,7,NA,NA,0,0,0,0,0,"(43.59355, -73.974572)","(43.555105, -73.838139)"
Clinton,19,2009,12959,7,7,0,0,0,0,0,0,"(44.965896, -73.694298)","(44.75271, -73.705648)"
Lewis,49,2005,13619,18,NA,NA,NA,NA,NA,NA,NA,"(43.980552, -75.620903)","(43.786397, -75.442617)"
Clinton,19,2004,12903,12,NA,NA,0,0,0,0,0,"(44.707491, -73.475457)","(44.75271, -73.705648)"
Herkimer,43,2014,13365,93,NA,NA,NA,NA,NA,NA,NA,"(43.08642, -74.904)","(43.1631, -74.8741)"
Lewis,49,2005,13367,76,56,19,NA,NA,NA,NA,NA,"(43.7871, -75.47691)","(43.786397, -75.442617)"
Herkimer,43,2016,13439,11,NA,NA,0,0,0,0,0,"(42.85141, -74.988541)","(43.1631, -74.8741)"
St. Lawrence,89,2015,13646,23,NA,NA,0,0,0,0,0,"(44.4501, -75.6864)","(44.488113, -75.074311)"
St. Lawrence,89,2020,13660,17,NA,NA,0,0,0,0,0,"(44.749316, -75.132378)","(44.488113, -75.074311)"
Clinton,19,2018,12962,57,57,0,0,0,0,0,0,"(44.70354, -73.57572)","(44.75271, -73.705648)"
Warren,113,2003,12801,112,83,26,NA,NA,NA,NA,NA,"(43.3089, -73.6446)","(43.555105, -73.838139)"
Clinton,19,2004,12921,23,NA,NA,0,0,0,0,0,"(44.889987, -73.466593)","(44.75271, -73.705648)"
St. Lawrence,89,2015,13694,15,14,0,NA,NA,NA,NA,NA,"(44.863217, -75.200794)","(44.488113, -75.074311)"
Herkimer,43,2008,13340,66,59,6,NA,NA,NA,NA,NA,"(43.040165, -75.082322)","(43.1631, -74.8741)"
Herkimer,43,2001,13331,6,6,0,0,0,0,0,0,"(43.841882, -74.878424)","(43.1631, -74.8741)"
Jefferson,45,2017,13618,12,NA,NA,0,0,0,0,0,"(44.130167, -76.32961)","(44.0607, -75.9928)"
Herkimer,43,2013,13407,46,NA,NA,NA,NA,NA,NA,NA,"(42.99114, -74.98056)","(43.1631, -74.8741)"
Lewis,49,2003,13309,6,NA,NA,0,0,0,0,0,"(43.45308, -75.336)","(43.786397, -75.442617)"
Jefferson,45,2010,13619,211,198,12,NA,NA,NA,NA,NA,"(43.980552, -75.620903)","(44.0607, -75.9928)"
Herkimer,43,2017,13454,8,8,0,0,0,0,0,0,"(43.231609, -74.791568)","(43.1631, -74.8741)"
Clinton,19,2006,12901,256,243,12,NA,NA,NA,NA,NA,"(44.72796, -73.4631)","(44.75271, -73.705648)"
Clinton,19,2003,12919,24,NA,NA,0,0,0,0,0,"(44.96514, -73.4343)","(44.75271, -73.705648)"
Clinton,19,2012,12962,32,NA,NA,0,0,0,0,0,"(44.70354, -73.57572)","(44.75271, -73.705648)"
Essex,31,2004,12944,10,NA,NA,0,0,0,0,0,"(44.493052, -73.480994)","(44.108971, -73.777573)"
St. Lawrence,89,2009,13625,12,12,0,0,0,0,0,0,"(44.538104, -74.928858)","(44.488113, -75.074311)"
Franklin,33,2003,12989,11,NA,NA,0,0,0,0,0,"(44.469526, -74.044265)","(44.594374, -74.31067)"
Herkimer,43,2004,13416,19,NA,NA,0,0,0,0,0,"(43.189629, -75.018362)","(43.1631, -74.8741)"
Clinton,19,2006,12992,41,NA,NA,NA,NA,NA,NA,NA,"(44.78096, -73.505322)","(44.75271, -73.705648)"
Clinton,19,2010,12944,11,NA,NA,0,0,0,0,0,"(44.493052, -73.480994)","(44.75271, -73.705648)"
Franklin,33,2004,12957,11,NA,NA,NA,NA,NA,NA,NA,"(44.86812, -74.56398)","(44.594374, -74.31067)"
St. Lawrence,89,2008,13652,6,6,0,0,0,0,0,0,"(44.472545, -75.234487)","(44.488113, -75.074311)"
Jefferson,45,2010,13656,37,NA,NA,0,0,0,0,0,"(44.19102, -75.95556)","(44.0607, -75.9928)"
Herkimer,43,2004,13350,83,52,30,NA,NA,NA,NA,NA,"(43.030105, -74.984973)","(43.1631, -74.8741)"
St. Lawrence,89,2015,13613,14,14,0,0,0,0,0,0,"(44.860326, -74.725235)","(44.488113, -75.074311)"
Franklin,33,2009,12986,40,NA,NA,0,0,0,0,0,"(44.23505, -74.46496)","(44.594374, -74.31067)"
Jefferson,45,2015,13605,57,NA,NA,0,0,0,0,0,"(43.8231, -76.03686)","(44.0607, -75.9928)"
St. Lawrence,89,2016,13680,8,8,0,0,0,0,0,0,"(44.591957, -75.320308)","(44.488113, -75.074311)"
Lewis,49,2001,13368,6,6,0,0,0,0,0,0,"(43.63092, -75.34848)","(43.786397, -75.442617)"
Jefferson,45,2005,13601,425,362,56,NA,NA,7,0.016,16,"(43.98444, -75.90054)","(44.0607, -75.9928)"
Essex,31,2012,12928,8,NA,NA,0,0,0,0,0,"(43.96698, -73.46178)","(44.108971, -73.777573)"
Jefferson,45,2010,13682,13,NA,NA,0,0,0,0,0,"(43.847382, -75.859853)","(44.0607, -75.9928)"
Clinton,19,2012,12992,13,13,0,0,0,0,0,0,"(44.78096, -73.505322)","(44.75271, -73.705648)"
Clinton,19,2003,12910,19,NA,NA,0,0,0,0,0,"(44.882237, -73.662504)","(44.75271, -73.705648)"
St. Lawrence,89,2005,13652,9,9,0,0,0,0,0,0,"(44.472545, -75.234487)","(44.488113, -75.074311)"
Clinton,19,2016,12910,26,26,0,0,0,0,0,0,"(44.882237, -73.662504)","(44.75271, -73.705648)"
Herkimer,43,2005,13365,71,41,28,NA,NA,NA,NA,NA,"(43.08642, -74.904)","(43.1631, -74.8741)"
Lewis,49,2012,13309,7,7,0,0,0,0,0,0,"(43.45308, -75.336)","(43.786397, -75.442617)"
Clinton,19,2000,12981,31,24,7,0,0,0,0,0,"(44.679046, -73.824306)","(44.75271, -73.705648)"
Clinton,19,2004,12935,12,NA,NA,0,0,0,0,0,"(44.9268, -73.80012)","(44.75271, -73.705648)"
St. Lawrence,89,2013,13668,30,NA,NA,0,0,0,0,0,"(44.76282, -74.99124)","(44.488113, -75.074311)"
Franklin,33,2017,12953,123,NA,NA,NA,NA,NA,NA,NA,"(44.845371, -74.269912)","(44.594374, -74.31067)"
Clinton,19,2004,12962,55,NA,NA,0,0,0,0,0,"(44.70354, -73.57572)","(44.75271, -73.705648)"
St. Lawrence,89,2006,13697,14,NA,NA,0,0,0,0,0,"(44.745875, -74.805347)","(44.488113, -75.074311)"
St. Lawrence,89,2020,13630,12,NA,NA,0,0,0,0,0,"(44.483181, -75.298577)","(44.488113, -75.074311)"
Jefferson,45,2013,13606,23,NA,NA,0,0,0,0,0,"(43.858497, -76.009224)","(44.0607, -75.9928)"
Lewis,49,2007,13620,30,19,10,NA,NA,NA,NA,NA,"(43.888863, -75.459474)","(43.786397, -75.442617)"
St. Lawrence,89,2016,13654,23,NA,NA,0,0,0,0,0,"(44.5821, -75.44016)","(44.488113, -75.074311)"
Franklin,33,2007,12917,8,NA,NA,0,0,0,0,0,"(44.926563, -74.176701)","(44.594374, -74.31067)"
Clinton,19,2020,12919,45,45,0,0,0,0,0,0,"(44.96514, -73.4343)","(44.75271, -73.705648)"
Jefferson,45,2015,13619,151,NA,NA,NA,NA,NA,NA,NA,"(43.980552, -75.620903)","(44.0607, -75.9928)"
St. Lawrence,89,2006,13684,9,NA,NA,0,0,0,0,0,"(44.37588, -75.06918)","(44.488113, -75.074311)"
Herkimer,43,2015,13357,128,NA,NA,NA,NA,NA,NA,NA,"(43.012843, -75.045183)","(43.1631, -74.8741)"
Herkimer,43,2000,13454,14,7,7,0,0,0,0,0,"(43.231609, -74.791568)","(43.1631, -74.8741)"
Jefferson,45,2000,13656,12,NA,NA,0,0,0,0,0,"(44.19102, -75.95556)","(44.0607, -75.9928)"
Jefferson,45,2002,13691,19,NA,NA,0,0,0,0,0,"(44.197024, -75.7963)","(44.0607, -75.9928)"
Jefferson,45,2002,13601,349,259,85,NA,NA,NA,NA,NA,"(43.98444, -75.90054)","(44.0607, -75.9928)"
St. Lawrence,89,2011,13635,11,NA,NA,0,0,0,0,0,"(44.30802, -75.25608)","(44.488113, -75.074311)"
Jefferson,45,2005,13607,11,NA,NA,0,0,0,0,0,"(44.331922, -75.917693)","(44.0607, -75.9928)"
